ServicingLenderName,ServicingLenderLocationID,LoanNumber,CurrentApprovalAmount,Estimated_LenderProfit,AverageLoanAmount
The Commercial Bank,71369,1,160275.0,8013.75,160275.0
The Commercial Bank of Grayson,27038,11,3508503.0,137265.25,318954.8181818182
The Commercial Bank of Ozark,3165,9,5392042.77,136761.95,599115.8633333333
The Commercial National Bank of Brady,69080,13,3690732.06,155727.98,283902.4661538462
"The Commercial and Savings Bank of Millersburg, Ohio",57845,169,92984215.0,2889782.75,550202.4556213018
The Community Bank,57464,54,21447331.29,773500.2,397172.80166666664
The Community Bank,122632,14,3634795.0,163815.75,259628.2142857143
The Community State Bank,59243,9,4845600.0,161766.0,538400.0
The Converse County Bank,77183,46,36413420.46,869276.14,791596.0969565217
The Conway National Bank,65971,140,46345623.41,1757299.43,331040.1672142857
The Cooperative Bank,89210,35,13239943.5,482752.29,378284.1
The Cooperative Bank of Cape Cod,89212,180,71999076.97,2498507.3,399994.8720555556
The Corner Stone Bank,41438,9,2795797.0,112116.57,310644.1111111111
The Cottonport Bank,28177,44,14140360.73,560220.23,321371.8347727273
The County FCU,97924,2,366952.0,18347.6,183476.0
The Credit Union For All,95700,1,323384.0,16169.2,323384.0
The Croghan Colonial Bank,57578,158,92173207.08,2680715.81,583374.7283544304
The Dart Bank,36093,131,55579126.75,1783656.35,424268.143129771
The Delaware National Bank of Delhi,47166,16,6648415.09,245661.29,415525.943125
The Denison State Bank,25976,20,8432241.19,256739.9,421612.0595
The Dime Bank,60372,220,109867677.17,3600032.86,499398.5325909091
The Dolores State Bank,15401,9,4823940.34,160182.43,535993.3711111111
The Eastern Colorado Bank,15156,37,18990624.73,650375.61,513260.12783783785
The Elberfeld State Bank,23060,13,4480800.0,160972.0,344676.92307692306
The Enterprise Center Capital Corporation,433060,55,39651837.51,1061014.26,720942.5001818181
The Ephrata National Bank,60158,180,68033429.36,2550353.25,377963.49644444446
"The Equitable Bank, S.S.B.",79751,3,1412486.0,48107.22,470828.6666666667
The Evangeline Bank & Trust Company,29345,42,24941520.4,753578.15,593845.7238095237
The Exchange Bank,59301,39,19453720.0,693464.6,498813.3333333333
The Exchange Bank of Alabama,20,28,10730094.03,409857.9,383217.64392857143
The Exchange State Bank,25498,1,242008.75,12100.44,242008.75
"The Exchange State Bank of St Paul, Kansas",26375,3,504971.55,25248.58,168323.85
The FNB Community Bank,22759,27,8627238.99,352922.06,319527.37
The Fahey Banking Company,57764,26,14930439.39,413863.69,574247.6688461539
The Falls City National Bank,69882,20,6393065.0,250975.93,319653.25
The Farmers & Merchants Bank,4784,66,19073634.0,785042.48,288994.45454545453
The Farmers & Merchants Bank,53387,5,997163.3,49858.17,199432.66
The Farmers & Merchants Bank,75639,22,6864427.99,272812.48,312019.4540909091
The Farmers & Merchants State Bank,53250,206,78494306.08,2832130.7,381040.320776699
The Farmers Bank,27655,8,2813544.8,114792.94,351693.1
The Farmers Bank & Savings Company,58117,45,19125593.0,665618.05,425013.1777777778
The Farmers Bank of Appomattox,73072,16,8494540.85,252302.74,530908.803125
The Farmers Bank of Willards,30926,37,11714815.85,481273.08,316616.6445945946
"The Farmers Bank, Frankfort, Indiana",23150,109,42343956.0,1577555.54,388476.6605504587
The Farmers National Bank of Canfield,53390,694,312278736.96,10854067.05,449969.3616138328
The Farmers National Bank of Danville,26960,74,35096408.0,1118031.4,474275.7837837838
The Farmers National Bank of Lebanon,27184,6,2362745.0,82460.73,393790.8333333333
The Farmers State Bank,25884,10,4056169.05,162808.46,405616.90499999997
The Farmers State Bank,26648,1,209100.0,10455.0,209100.0
The Farmers State Bank,57938,8,2414726.5,92982.68000000001,301840.8125
The Farmers State Bank,59259,6,1846140.17,74912.41,307690.0283333333
The Farmers State Bank of Blue Mound,25721,3,815640.2,40782.009999999995,271880.06666666665
The Farmers State Bank of Brush,15135,2,2356000.0,70680.0,1178000.0
"The Farmers State Bank of Oakley, Kansas",26220,51,17508143.48,671849.38,343296.93098039215
The Farmers State Bank of Waupaca,76884,9,2581393.57,104779.33,286821.50777777773
The Farmers State Bank of Westmoreland,26656,3,3695995.0,56799.75,1231998.3333333333
The Farmers and Merchants Bank,22963,7,1490663.59,74533.18,212951.94142857144
The Farmers and Merchants National Bank of Fairview,58945,4,1310300.0,50041.0,327575.0
The Farmers and Merchants National Bank of Nashville,22148,10,2697310.37,113229.55,269731.037
The Farmers and Merchants State Bank,66590,1,313920.0,15696.0,313920.0
The Fayette County National Bank of Fayetteville,75115,5,991400.0,49570.0,198280.0
The Fidelity Bank,50761,768,273990925.95,10370092.34,356759.01816406247
The First Bank,120708,845,354830900.42,12363887.39,419918.2253491125
The First Bank and Trust Company,73510,474,226695131.19,7178653.78,478259.77044303797
The First Bank of Celeste,69154,17,7054062.49,252948.07,414944.8523529412
The First Bank of Greenwich,445024,123,61801109.98,2087268.24,502448.04861788615
The First Bank of Okarche,59101,2,404700.0,20235.0,202350.0
The First Central National Bank of St Paris,58174,3,765507.0,38275.35,255169.0
The First National Bank & Trust,58926,25,8229125.0,322628.51,329165.0
The First National Bank Bellevue,53285,52,22058249.66,739861.25,424197.10884615383
"The First National Bank and Trust Co, Chickasha, Oklahoma",58841,87,39200320.93,1259416.98,450578.40149425284
The First National Bank and Trust Company,75631,149,74423315.71,2318360.07,499485.34033557045
The First National Bank and Trust Company of Broken Arrow,58802,36,14615932.01,568877.45,405998.1113888889
The First National Bank and Trust Company of Miami,59065,3,810400.0,40520.0,270133.3333333333
The First National Bank and Trust Company of Newtown,61158,84,29239046.0,1091892.64,348083.88095238095
The First National Bank and Trust Company of Okmulgee,59201,9,4419964.0,164609.2,491107.1111111111
The First National Bank at Paris,4646,20,7544354.71,265338.43,377217.7355
The First National Bank in Amboy,20217,12,3919170.6,152782.0,326597.55
The First National Bank in Carlyle,20414,23,11175075.0,334732.25,485872.82608695654
The First National Bank in Creston,24817,20,11924300.0,300023.0,596215.0
The First National Bank in Falfurrias,69881,64,24498890.39,916648.67,382795.16234375
The First National Bank in Marlow,59049,1,202536.6,10126.83,202536.6
The First National Bank in Sioux Falls,66602,193,95284612.12,3133565.33,493702.6534715026
The First National Bank in Tremont,22720,3,815382.0,40769.1,271794.0
The First National Bank in Trinidad,15722,1,199640.0,9982.0,199640.0
The First National Bank of Absecon,43185,36,16158674.57,514184.25,448852.0713888889
The First National Bank of Allendale,20203,12,8602540.22,210672.51,716878.3516666667
The First National Bank of Arenzville,20237,7,3017129.0,108097.41,431018.4285714286
The First National Bank of Aspermont,68995,3,2020735.0,60622.049999999996,673578.3333333334
The First National Bank of Assumption,20266,1,1286088.0,38582.64,1286088.0
The First National Bank of Ava,20294,3,1571439.0,47143.17,523813.0
The First National Bank of Bagley,36624,2,427039.32,21351.97,213519.66
The First National Bank of Ballinger,69012,29,14031739.53,500706.16000000003,483853.0872413793
The First National Bank of Bangor,75613,15,5598663.0,232155.85,373244.2
The First National Bank of Bastrop,69015,33,12346500.0,465419.0,374136.36363636365
The First National Bank of Beardstown,20319,3,1003072.5,40122.72,334357.5
The First National Bank of Bellville,69042,18,6388362.22,238402.4,354909.0122222222
The First National Bank of Bemidji,36643,72,35333711.05,1172364.35,490745.9868055555
The First National Bank of Brownstown,20363,1,252977.0,12648.85,252977.0
The First National Bank of Carmi,20416,82,35907969.0,1209775.29,437902.06097560975
The First National Bank of Cokato,36741,29,12899553.3,432415.21,444812.1827586207
The First National Bank of Dennison,57512,27,11025731.12,401242.46,408360.4118518518
The First National Bank of Dighton,25794,7,2635888.0,89890.64,376555.4285714286
The First National Bank of Dozier,1957,6,1833404.57,84640.68,305567.42833333334
The First National Bank of Dryden,47167,24,6458150.0,279335.5,269089.5833333333
The First National Bank of Eagle Lake,69795,5,955737.42,47786.88,191147.484
The First National Bank of East Texas,70031,3,729041.0,36452.05,243013.66666666666
The First National Bank of Eldorado,69838,20,10650979.72,365264.43,532548.986
The First National Bank of Elmer,43228,70,31987504.75,1153861.42,456964.35357142857
The First National Bank of Ely,42754,7,4116508.0,88109.8,588072.5714285715
The First National Bank of Evant,69872,5,1880767.46,66720.09,376153.49199999997
The First National Bank of Fort Smith,4322,230,109631872.94,3757550.63,476660.3171304348
The First National Bank of Germantown,57610,8,2005532.1,92834.52,250691.5125
The First National Bank of Gilbert,38110,4,924585.69,46229.29,231146.4225
The First National Bank of Gordon,42199,9,8168545.06,248396.18000000002,907616.1177777777
The First National Bank of Granbury,70049,7,1800052.33,81582.38,257150.33285714287
The First National Bank of Grayson,27041,12,4474700.0,166497.0,372891.6666666667
The First National Bank of Groton,47297,12,4227300.0,158793.0,352275.0
The First National Bank of Hartford,2035,2,348277.5,17413.88,174138.75
The First National Bank of Hebbronville,70107,1,338465.0,16923.25,338465.0
The First National Bank of Henning,38234,9,4584288.62,118617.42,509365.40222222224
The First National Bank of Hooker,59004,3,597800.0,29890.0,199266.66666666666
The First National Bank of Hope,25984,1,868200.0,26046.0,868200.0
The First National Bank of Hughes Springs,70422,33,21775100.0,585981.0,659851.5151515151
The First National Bank of Hugo,15571,5,1622261.06,61188.64,324452.212
The First National Bank of Hutchinson,26005,87,48164196.08,1361359.8800000001,553611.4491954023
The First National Bank of Jeanerette,28299,42,17437636.57,635787.35,415181.8230952381
The First National Bank of Lawrence County at Walnut Ridge,4833,8,6178116.6,194569.46,772264.575
The First National Bank of Le Center,38303,4,4205796.37,82133.65,1051449.0925
The First National Bank of Lindsay,59040,9,4605766.81,158018.82,511751.8677777777
The First National Bank of Litchfield,21790,10,4388211.32,161145.41,438821.13200000004
The First National Bank of Livingston,70803,41,17048312.54,548896.75,415812.50097560976
The First National Bank of Long Island,47220,374,214844583.59,6482083.57,574450.7582620321
The First National Bank of Louisburg,26134,17,6017040.609999999,213587.86,353943.5652941176
The First National Bank of Manchester,27586,4,965058.69,40579.53,241264.6725
The First National Bank of Manning,25217,4,2155500.97,71373.61,538875.2425
The First National Bank of McConnelsville,57787,2,1715479.2,57087.48,857739.6
The First National Bank of McGregor d/b/a TFNB Your Bank for Life,71419,76,26526900.0,1032181.0,349038.15789473685
The First National Bank of Mertzon,71436,11,3931545.81,147313.11,357413.25545454543
The First National Bank of Middle Tennessee,67227,27,9611203.959999999,368838.12,355970.517037037
The First National Bank of Milaca,38387,31,10726661.24,397746.69,346021.33032258064
The First National Bank of Monterey,23984,6,1728751.6400000001,70592.97,288125.2733333334
The First National Bank of Moody,71463,4,742183.3,37109.16,185545.825
The First National Bank of Moose Lake,38637,9,7746588.42,190908.03,860732.0466666666
The First National Bank of Mount Dora,17491,50,15213727.0,626531.37,304274.54
"The First National Bank of Nevada, Missouri",41160,5,1195345.2,59767.25,239069.03999999998
The First National Bank of Oneida,68749,13,8943841.51,301963.97000000003,687987.8084615384
The First National Bank of Osakis,38727,1,222126.0,11106.3,222126.0
The First National Bank of Pandora,58022,28,8544739.45,352609.87,305169.26607142854
The First National Bank of Primghar,25396,1,171925.0,8596.25,171925.0
The First National Bank of Quitaque,71647,3,1083600.75,39045.0,361200.25
The First National Bank of Raymond,22406,2,734702.12,27927.83,367351.06
The First National Bank of River Falls,76748,29,9547182.54,374120.86,329213.19103448273
The First National Bank of Russell Springs,27874,12,7259000.08,194725.41,604916.6733333333
The First National Bank of Shiner,71892,14,7539952.55,257180.48,538568.0392857143
The First National Bank of Sonora,71912,43,14478646.0,576947.62,336712.6976744186
The First National Bank of South Miami,17611,174,86158659.63,2692848.77,495164.7105172413
The First National Bank of Sparta,22584,1,2800000.0,28000.0,2800000.0
The First National Bank of Spearville,26448,4,784025.0,39201.25,196006.25
The First National Bank of Sterling City,71927,4,968589.0,48429.45,242147.25
The First National Bank of Stigler,59308,8,3217715.52,118440.15,402214.44
The First National Bank of Sycamore,58357,8,1486492.0,74324.61,185811.5
The First National Bank of Tom Bean,72010,9,2705350.0,107230.2,300594.44444444444
The First National Bank of Waverly,58576,4,1321258.65,51396.23,330314.6625
The First National Bank of Waynesboro,19813,5,1644872.27,63399.91,328974.454
The First National Bank of Williamson,75536,8,1826700.0,83423.0,228337.5
The First Security Bank,26279,4,3187900.45,98678.20999999999,796975.1125
The First State Bank,26207,2,1280725.0,42417.25,640362.5
The First State Bank,26218,21,9055823.53,292837.45,431229.6919047619
The First State Bank,58786,4,983213.43,49160.67,245803.3575
The First State Bank,68921,5,1841300.0,65431.0,368260.0
The First State Bank,70851,94,40088326.33,1433312.01,426471.5567021276
The First State Bank of Fountain,38092,2,453128.06,22656.4,226564.03
The First State Bank of Malta,41968,4,1633169.21,55750.05,408292.3025
The First State Bank of Pond Creek,59236,2,756000.0,29590.0,378000.0
The First State Bank of Ransom,26363,1,633240.4,18997.21,633240.4
The First State Bank of Red Wing,38775,3,497149.4,24857.47,165716.46666666667
The First State Bank of Rosemount,38802,10,2700864.5,111366.69,270086.45
The First State Bank of Shelby,42002,6,2922749.91,95858.1,487124.98500000004
The First Trust and Savings Bank of Watseka,22806,15,4236040.45,182120.58,282402.69666666666
The Fisher National Bank,21373,17,6665940.5,256513.92,392114.14705882355
The Fort Jennings State Bank,57571,15,6800584.59,262902.49,453372.306
The Fountain Trust Company,23032,17,6540870.2,236837.59,384757.0705882353
The Frederick Community Bank,21135,10,5097581.04,172331.12,509758.104
The Freedom Bank of Virginia,227387,233,133767648.0,3955657.79,574110.0772532189
The Friendship State Bank,23170,11,2870098.81,119004.94,260918.07363636364
The Galion Building and Loan Bank,89124,3,1049110.0,34791.8,349703.3333333333
The Garrett State Bank,23173,18,4356811.59,190800.58000000002,242045.08833333332
The Genoa Banking Company,57605,104,41363900.0,1512035.0,397729.8076923077
The Geo. D. Warthen Bank,19670,26,18285563.35,555624.49,703290.8980769231
The Gerber State Bank,20239,4,942341.6,47117.08,235585.4
The Gifford State Bank,21438,5,1716207.0,58443.31,343241.4
The Goose River Bank,52880,11,4000372.81,147367.75,363670.25545454543
The Grant County Bank,75321,16,7510643.87,261086.96000000002,469415.241875
The Granville National Bank,21465,1,230835.0,11541.75,230835.0
The Greenwood's State Bank,76079,50,17977890.0,703712.38,359557.8
The Guilford Savings Bank,16163,88,36404658.78,1223661.91,413689.3043181818
The Gunnison Bank and Trust Company,15562,34,8796904.7,403717.36,258732.49117647056
The Halstead Bank,25942,20,7103200.0,275002.0,355160.0
The Hamler State Bank,57635,4,866493.48,43324.68,216623.37
The Harbor Bank of Maryland,30357,101,50620782.18,1680427.23,501195.86316831684
The Hardin County Bank,68819,44,26842348.04,908964.71,610053.3645454545
The Harrison County Bank,75181,16,3858700.0,175603.0,241168.75
The Harvard State Bank,21486,3,866601.0,32251.45,288867.0
The Haviland State Bank,25951,2,840023.55,32072.010000000002,420011.775
The Hicksville Bank,57636,4,1686900.0,59827.0,421725.0
The Hill-Dodge Banking Company,22789,2,592132.5,29606.62,296066.25
The Hocking Valley Bank,53270,25,9758684.88,388585.71,390347.3952
The Home National Bank of Thorntown,24355,11,2857039.0,117987.31,259730.81818181818
The Home Trust & Savings Bank,25346,5,2581083.0,90419.55,516216.6
The HomeTown Bank of Alabama,342929,11,3298732.2199999997,131560.55,299884.74727272725
The Hometown Savings Bank,24354,18,4842400.0,208692.0,269022.22222222225
The Honesdale National Bank,60376,100,41310599.68,1497291.82,413105.9968
The Howard State Bank,25986,1,392186.1,11765.58,392186.1
The Huntington National Bank,57328,14212,8501734663.85,244029669.25,598208.1806818182
The Idabel National Bank,59013,5,2914685.85,98518.83,582937.17
The International Bank of Amherst,75565,6,1255397.27,62769.86,209232.87833333333
