,ServicingLenderName,ServicingLenderLocationID,LoanNumber,CurrentApprovalAmount,EstimatedLenderProfit,AverageLoanAmount
3296,River Falls State Bank,76750,3,835406.5700000001,41770.32,278468.8566666667
316,Bank of Brewton,1869,4,832262.52,41613.12,208065.63
1365,Farmers & Merchants Bank of North Dakota,52955,1,832002.0,24960.06,832002.0
4176,The Southern Bank Company,82923,4,829947.0,41497.35,207486.75
78,Alabama Central CU,90792,3,821520.9,41076.04,273840.3
3788,The Benton State Bank,75637,3,818057.0,40902.85,272685.6666666667
1704,First National Bank in Okeene,59102,3,817487.4400000001,33649.27,272495.81333333335
3288,Rio Grande CU,101091,2,815955.43,27694.309999999998,407977.715
3897,The Farmers State Bank of Blue Mound,25721,3,815640.2,40782.009999999995,271880.06666666665
204,Anthem Bank & Trust,82812,3,815607.76,31385.78,271869.25333333336
3929,The First National Bank in Tremont,22720,3,815382.0,40769.1,271794.0
2306,Inland Valley FCU,92113,2,810696.0,24320.879999999997,405348.0
3919,The First National Bank and Trust Company of Miami,59065,3,810400.0,40520.0,270133.3333333333
2028,General Electric Empl FCU,93569,3,808925.0,32024.21,269641.6666666667
3771,The Bank of Milan,118852,3,807051.0,31992.61,269017.0
711,Central Kentucky Agricultural Credit Association,528983,1,805377.0,24161.31,805377.0
3240,Railway CU,102540,3,805000.0,31950.0,268333.3333333333
3584,State Bank of Danvers,36765,4,804737.65,40236.89,201184.4125
1531,First Capital Bank,71637,4,803900.0,40195.0,200975.0
1096,Cottonwood Valley Bank,25740,2,803492.0,24104.75,401746.0
2102,GreenLeaf Bank,75963,5,803484.68,40174.240000000005,160696.93600000002
2033,Genesee Co-Op FCU,110019,2,802732.0,24081.96,401366.0
3068,Peoples Exchange Bank,50,3,802176.0700000001,40108.81,267392.0233333334
1629,First Financial FCU,100921,4,802061.0,40103.05,200515.25
841,Citizens State Bank,21755,4,794510.0,39725.5,198627.5
1341,Fannin Bank,72177,4,794035.0,39701.75,198508.75
2087,Great North Bank,75811,4,793867.0,39693.35,198466.75
788,Citizens Bank & Trust Company,28192,3,793579.0,31678.95,264526.3333333333
3242,Randall State Bank,38771,4,793197.0,39659.85,198299.25
3103,"Pickens Savings & Loan Association, F.A.",88627,3,786435.7,39321.78,262145.23333333334
2363,Jefferson Financial FCU,97686,4,784042.01,39202.1,196010.5025
4004,The First National Bank of Spearville,26448,4,784025.0,39201.25,196006.25
3182,Premier Financial CU,108201,4,783545.0,39177.25,195886.25
4243,Toledo Urban FCU,120898,2,782557.5,26737.08,391278.75
3447,Shelby County State Bank,22559,3,780924.0,39046.2,260308.0
2219,Hiway CU,99688,4,779282.0,38964.1,194820.5
2082,Grasslands FCU,100422,2,779174.62,28514.95,389587.31
976,Community Bank of Cameron,75702,2,777255.8200000001,28962.79,388627.91000000003
2882,Northwest Florida ACA,528999,3,777103.63,38855.19,259034.54333333333
1470,Financial Access FCU,94764,4,773415.0,38670.759999999995,193353.75
2700,Milford Federal Bank,84329,4,769172.7,38458.63,192293.175
2556,MOCSE FCU,92322,2,768426.0,28052.78,384213.0
3480,Solon State Bank,25484,4,767080.0,38354.0,191770.0
3913,The First Central National Bank of St Paris,58174,3,765507.0,38275.35,255169.0
1008,Community First Bank,38378,3,764820.0,38241.0,254940.0
1398,Farmers State Bank,25229,2,763725.0,28021.15,381862.5
3785,The Bank of the West,59328,3,762686.0700000001,30108.3,254228.69000000003
3013,"Patriot Bank, National Association",119079,3,758027.0,37901.35,252675.66666666666
4189,The State Exchange Bank,26151,1,757974.0,22739.22,757974.0
4411,University Credit Union,98006,4,756627.0,37831.35,189156.75
4020,The First State Bank of Pond Creek,59236,2,756000.0,29590.0,378000.0
736,CerescoBank,42112,2,753784.57,26047.82,376892.285
2798,New Dimensions FCU,97939,4,753382.5,37669.130000000005,188345.625
2428,LAF CU,99094,4,753279.5,37663.979999999996,188319.875
254,Awakon FCU,99233,4,752437.5,37621.88,188109.375
526,Blue FCU,108538,3,752432.0,37621.6,250810.66666666666
2662,Metz Banking Company,41132,3,748124.0,37406.2,249374.66666666666
2491,Levo FCU,105100,4,747909.0,37395.45,186977.25
3416,Security State Bank,25517,2,747123.47,28912.17,373561.735
2712,Minnesota National Bank,38880,3,747094.95,28925.85,249031.65
4332,Ukrainian FCU,101808,3,746367.9,29379.04,248789.30000000002
3015,Patriots Bank,25905,2,746315.02,22389.46,373157.51
3042,Peoples Bank,28151,3,745335.35,37266.770000000004,248445.11666666667
4197,The Stockgrowers State Bank,26152,2,745071.3,22352.14,372535.65
4359,Union State Bank,77010,3,744114.5,37205.72,248038.16666666666
2796,New Albin Savings Bank,25303,3,743959.97,29290.28,247986.65666666665
3537,Spencer County Bank,24176,2,742974.0,28999.42,371487.0
3988,The First National Bank of Moody,71463,4,742183.3,37109.16,185545.825
2827,NorState FCU,97902,2,737618.0,26641.04,368809.0
3997,The First National Bank of Raymond,22406,2,734702.12,27927.83,367351.06
1536,First Central Bank McCook,123416,3,733300.0,36665.0,244433.33333333334
2923,Old Glory Bank,58929,1,733000.0,21990.0,733000.0
3209,Progressive Ozark Bank,88882,3,731711.52,36585.58,243903.84
4368,United Bank and Trust Company,25448,3,731145.0,36557.25,243715.0
546,Bradesco Bank,17158,3,730822.0,36541.1,243607.33333333334
4538,West Iowa Bank,25576,2,730757.0,26781.45,365378.5
2994,Park State Bank & Trust,15776,4,730218.44,36510.92,182554.61
3952,The First National Bank of East Texas,70031,3,729041.0,36452.05,243013.66666666666
3702,Tensas State Bank,28717,1,728300.0,21849.0,728300.0
69,Affinity Plus FCU,99876,4,728182.5,36409.13,182045.625
1075,Copiah Bank,39286,2,726800.0,25928.0,363400.0
2515,Lincoln County CU,100417,1,725000.0,21750.0,725000.0
507,Belt Valley Bank,41777,2,717650.0,21529.5,358825.0
1978,Fredonia Valley Bank,27015,3,716922.8200000001,27890.489999999998,238974.27333333335
4627,farmbank,40596,1,716170.0,21485.1,716170.0
4493,Washington Savings Bank,32972,3,714009.97,27949.75,238003.32333333333
3001,Partners 1st FCU,96625,4,711300.0,35565.0,177825.0
4610,Workmens Circle CU,95168,3,710661.52,35533.08,236887.17333333334
3595,State Bank of Lismore,38323,4,710341.0,35517.05,177585.25
2460,Landings CU,91431,4,708197.37,35409.87,177049.3425
3578,State Bank of Bottineau,52685,2,706675.0,27372.25,353337.5
1571,First Community Bank of Hillsboro,122832,2,706290.0,27734.9,353145.0
307,Bank of Anguilla,39075,3,704537.5,35226.88,234845.83333333334
4583,Wilcox County State Bank,17786,4,703744.83,35187.24,175936.2075
656,Carolina Foothills FCU,105019,3,702925.0,35146.25,234308.33333333334
800,Citizens Bank of Cumberland County,124562,1,702319.75,21069.59,702319.75
4181,The State Bank,40618,2,700000.0,35000.0,350000.0
3684,TPNB Bank,41206,3,699105.52,34955.28,233035.17333333334
2577,Maine State CU,97933,3,695408.0,34770.4,231802.66666666666
3107,Piggott State Bank,4670,3,694095.5,34704.78,231365.16666666666
3738,The Antwerp Exchange Bank Company,53244,4,692389.98,34619.5,173097.495
1232,Eaton Family CU,102866,2,691448.0,34572.4,345724.0
4587,Williamsville State Bank & Trust,22851,3,687929.1,34396.46,229309.69999999998
3794,The Buckholts State Bank,69123,2,682825.12,23778.92,341412.56
1902,First United CU,99081,4,682759.0,34137.95,170689.75
3191,PrimeBank of Texas,323668,3,682612.0,34130.6,227537.33333333334
2751,Multipli Credit Union,100114,3,682040.17,34102.009999999995,227346.72333333336
2850,Northeast Bank,29599,3,681717.0,34085.85,227239.0
864,"Citizens State Bank of Waverly, Inc.",39010,2,680024.5,24172.89,340012.25
1296,F & M Bank,42173,3,679600.0,33980.0,226533.33333333334
4154,The Potter State Bank of Potter,42608,3,679029.5,33951.47,226343.16666666666
2604,Marshland CU,95020,3,673757.16,33687.86,224585.72
1749,"First National Bank, Cortez",15176,3,673348.21,33667.41,224449.40333333332
2495,Liberty Bank,2001,2,670831.8,33541.6,335415.9
2314,Integrity Bank Plus,38976,2,669747.5,24976.92,334873.75
2441,Lake Country Community Bank,38644,3,668000.0,33400.0,222666.66666666666
2011,G H S FCU,101258,3,666778.35,33338.92,222259.44999999998
555,Brewer FCU,97887,2,665545.0,24329.25,332772.5
76,AlaTrust CU,90851,3,658768.1,32938.41,219589.36666666667
2992,Park City CU,108066,3,654235.0,32711.75,218078.33333333334
3553,St. Clair County State Bank,41192,3,653502.0,32675.1,217834.0
2579,Mainstreet FCU,97222,3,652055.0,32602.75,217351.66666666666
3090,Peoples Trust and Savings Bank,25424,2,651965.0,23098.25,325982.5
4247,TopLine Financial Credit Union,99728,3,651385.0,32569.25,217128.33333333334
65,Adventure CU,99179,3,650828.0,32541.4,216942.66666666666
3475,Sloan State Bank,25482,2,648254.76,32412.74,324127.38
1177,Dewey Bank,21207,2,647567.0,32378.35,323783.5
1954,Fort Davis State Bank,69904,1,645592.0,19367.76,645592.0
229,Ashton State Bank,24568,2,641824.5,32091.23,320912.25
609,COREBANK,59501,3,641500.0,32075.0,213833.33333333334
1148,Dakota West Credit Union,102541,3,639651.0,31982.550000000003,213217.0
4631,"the Farmers State Bank of Bucklin, Kansas",25727,2,639288.0,31964.4,319644.0
3285,Ridgeline FCU,106968,3,638905.8200000001,31945.29,212968.6066666667
2165,Hawaii Central FCU,95200,1,636000.0,19080.0,636000.0
3520,Southern Hills Community Bank,82970,3,635757.12,31787.86,211919.04
1017,"Community First Bank, N.A.",57569,2,633656.52,22378.370000000003,316828.26
4323,UNCLE Credit Union,517725,2,633279.0,24346.629999999997,316639.5
4021,The First State Bank of Ransom,26363,1,633240.4,18997.21,633240.4
4466,"Virginia United Methodist CU, Inc d/b/a The United Methodist CU",107418,3,632932.0,31646.6,210977.33333333334
4188,The State Bank of Wynnewood,59526,3,632190.0,31609.5,210730.0
3594,State Bank of Lakota,52864,1,632000.0,18960.0,632000.0
44,Abacus Federal Savings Bank,90626,2,631088.0,22874.68,315544.0
834,Citizens National Bank of Crosbyton,69261,2,630371.88,22153.84,315185.94
2987,Palo Savings Bank,25368,2,629000.0,31450.0,314500.0
4511,Wauna FCU,103665,2,627416.0,23281.52,313708.0
577,Building Trades FCU,99599,3,627355.0,31367.75,209118.33333333334
4417,Upstate FCU,104949,2,624620.0,22263.5,312310.0
3472,Sky FCU,100418,3,620977.87,31048.89,206992.62333333332
3297,River Region CU,100224,3,620043.6,31002.19,206681.19999999998
4126,The Peoples Bank,22984,2,618218.0,23060.5,309109.0
1891,First Texoma National Bank,58912,3,617481.84,30874.1,205827.28
3643,Summit National Bank,77192,1,616682.0,18500.46,616682.0
3356,Sanborn Savings Bank,25436,1,615705.6,18471.17,615705.6
3398,Security Bank of Southwest Missouri,40453,2,614684.0,23393.620000000003,307342.0
2078,Granite State CU,100709,2,614400.0,23076.0,307200.0
3638,Suma Yonkers FCU,101907,1,613267.5,18398.02,613267.5
1979,FreeStar Financial CU,99429,2,612946.6,22792.5,306473.3
2702,Milledgeville State Bank,21981,3,611254.05,30562.7,203751.35
658,"Carroll County Trust Company of Carrollton, Missouri",40206,3,605044.0,30252.2,201681.33333333334
2607,Mason Bank,71370,3,603552.27,30177.61,201184.09
2633,Members Trust of the Southwest FCU,106083,2,602944.0,30147.199999999997,301472.0
1866,First State Bank of Golva,52788,2,601073.9199999999,30053.699999999997,300536.95999999996
1332,Fairview Savings & Loan Association,79903,1,598492.5,17954.77,598492.5
3967,The First National Bank of Hooker,59004,3,597800.0,29890.0,199266.66666666666
4316,U.P. State CU,98705,2,594325.86,29716.29,297162.93
4179,The State Bank,25496,2,592370.0,21401.9,296185.0
4052,The Hill-Dodge Banking Company,22789,2,592132.5,29606.62,296066.25
2388,"Kabbage, Inc.",529113,2,588363.0,21369.75,294181.5
1147,Dakota Prairie Bank,66495,2,586420.0,29321.0,293210.0
2390,KansasLand Bank,25664,2,584249.0,29212.45,292124.5
224,Arundel Federal Savings Bank,80108,2,583950.95,29197.55,291975.475
3840,The Clay City Banking Co.,21137,2,582620.0,29131.0,291310.0
895,Cleo State Bank,58857,2,580365.9,29018.3,290182.95
4475,Vue Community CU,102570,3,579832.0,28991.6,193277.33333333334
4195,The Stock Exchange Bank,25734,1,579825.0,17394.75,579825.0
3541,Spratt Savings Bank,88581,3,579090.0,28954.5,193030.0
2030,Generations Bank,42169,2,577046.22,20927.010000000002,288523.11
37,AEA FCU,91255,3,576813.84,28840.699999999997,192271.28
568,Brookville Building & Savings Association,79916,2,576197.0,21373.71,288098.5
4187,The State Bank of Toledo,25538,2,573308.47,28665.42,286654.235
3073,Peoples Savings Bank,25575,2,572766.0,20564.3,286383.0
1353,"Farm Credit of the Virginias, ACA",528987,3,572133.5,28606.67,190711.16666666666
184,American State Bank of Grygla,38198,3,566612.71,28330.63,188870.90333333332
2225,Holy Rosary Regional CU,100666,3,565547.0,28277.35,188515.66666666666
411,Bank of Salem,4738,3,565182.91,28259.15,188394.30333333334
3124,"Pinnacle Bank, Inc.",27965,3,565112.0,28255.6,188370.66666666666
1387,Farmers Savings Bank,25018,3,564897.03,28244.85,188299.01
4569,Western Union Company,529291,2,558000.0,20240.0,279000.0
3732,Texoma Community CU,106496,2,555508.12,19665.239999999998,277754.06
2582,"Malvern Bank, National Association",78035,1,551684.0,16550.52,551684.0
2223,Holmes County Bank & Trust Co.,39518,2,550878.3500000001,20318.269999999997,275439.17500000005
161,American Heritage Bank,203973,2,548157.77,27407.89,274078.885
3492,South Central State Bank,42105,1,547200.0,16416.0,547200.0
1349,"Farm Credit Southeast Missouri, ACA",529003,2,542142.6,27107.129999999997,271071.3
4130,The Peoples Bank,27940,2,541129.0,27056.45,270564.5
801,Citizens Bank of Eldon,40440,3,540439.0700000001,27021.96,180146.3566666667
1270,Erie FCU,104115,3,538004.27,26900.2,179334.75666666668
1747,First National Bank of Wauchula,17772,2,537431.0,26871.550000000003,268715.5
4487,Warren-Boynton State Bank,22160,3,536900.0,26845.0,178966.66666666666
1434,Farmers and Merchants Bank,42361,3,535366.67,26768.33,178455.55666666667
390,Bank of Maysville,27603,3,534230.0,26711.5,178076.66666666666
722,CentreBank,24372,3,533322.0,26666.1,177774.0
2547,Lyons Federal Bank,77805,2,532672.0,26633.6,266336.0
2889,NuMark CU,95469,3,531792.0,26589.6,177264.0
1832,First State Bank,59471,3,528800.0,26440.0,176266.66666666666
884,Clarkson Bank,42120,2,527020.0,26351.0,263510.0
1513,First Bank and Trust Company,58863,2,526700.0,26335.0,263350.0
4616,Wyoming Capital Access,188132,2,526382.5,26319.129999999997,263191.25
2969,PATELCO CU,92779,2,526319.0,26315.95,263159.5
523,Blissfield State Bank,33637,2,525947.0,19013.25,262973.5
3699,Templeton Savings Bank,25529,3,524866.47,26243.32,174955.49
1797,First Security Bank-West,52671,2,523840.0,26192.0,261920.0
954,Commodore Perry FCU,109538,1,523000.0,15690.0,523000.0
3457,Sierra Central CU,92892,2,522578.04000000004,26128.9,261289.02000000002
510,Bendena State Bank,25712,2,519042.87,25952.14,259521.435
2608,Mason City National Bank,21907,1,518290.0,15548.7,518290.0
1411,Farmers State Bank,75989,2,515266.22000000003,18732.39,257633.11000000002
768,Citizens 1st Bank,71697,2,514471.69,25723.589999999997,257235.845
3336,SELCO Community CU,103797,1,514127.0,15423.81,514127.0
983,Community Bank of Missouri,224549,3,512784.0,25639.2,170928.0
1848,First State Bank Minnesota,38307,3,512263.9,25613.2,170754.63333333333
486,Battle Creek State Bank,42061,2,510871.0,25543.55,255435.5
1186,Diversified Members CU,98833,1,509450.0,15283.5,509450.0
1225,Eastern Maine Development Corporation,188278,3,508226.02,25411.300000000003,169408.67333333334
839,Citizens Savings Bank,25031,3,508014.0,25400.7,169338.0
3202,Produce State Bank,38247,2,505106.5,25255.33,252553.25
3877,"The Exchange State Bank of St Paul, Kansas",26375,3,504971.55,25248.58,168323.85
3258,Red Wing CU,99819,2,501002.0,25050.1,250501.0
1036,"Community Star CU, Inc.",102696,2,500300.0,25015.0,250150.0
1185,Discovery FCU,104686,2,498493.78,24924.690000000002,249246.89
4022,The First State Bank of Red Wing,38775,3,497149.4,24857.47,165716.46666666667
325,Bank of China Limited,111759,2,496845.0,24842.25,248422.5
1134,Currie State Bank,36763,1,495752.0,14872.56,495752.0
85,All In FCU,90825,2,495600.0,24780.0,247800.0
1533,First Capital FCU,103902,2,492495.0,24624.75,246247.5
1046,Community State Bank,41415,3,490966.22,24548.309999999998,163655.40666666665
3064,Peoples Bank of Moniteau County,40657,1,490800.0,14724.0,490800.0
2921,Oklahoma's CU,103534,3,490693.48,24534.67,163564.49333333332
4286,Triumph State Bank,38947,2,490092.0,24504.6,245046.0
212,Arcola First Bank,20234,2,486785.0,24339.25,243392.5
1734,First National Bank of Nokomis,22174,2,485340.0,24267.0,242670.0
8,1st Choice CU,95038,3,484580.45,24229.02,161526.81666666668
4246,Tongass FCU,90788,2,483548.0,24177.4,241774.0
4199,The Tampa State Bank,26478,2,480503.69,24025.18,240251.845
63,Adrian Bank,40080,2,480136.0,24006.8,240068.0
1153,Danville State Savings Bank,24823,2,477474.0,23873.7,238737.0
4512,Waycross Bank & Trust,112257,2,473896.0,23694.800000000003,236948.0
2026,Gather FCU,95245,2,473000.0,23650.0,236500.0
2859,Northern Hills FCU,105051,1,472467.0,14174.01,472467.0
1064,Connections Bank,436693,2,472141.0,23607.050000000003,236070.5
2137,HAPO Community CU,107552,2,471693.5,23584.67,235846.75
633,Campus USA CU,94328,2,471416.0,23570.800000000003,235708.0
3562,Stanford FCU,92961,2,468781.7,23439.09,234390.85
3436,Sentinel FCU,105046,2,467544.98,23377.25,233772.49
3659,Sunset Science Park FCU,103679,2,467456.0,23372.8,233728.0
2746,Mountain West Small Business Finance,188138,2,464707.0,23235.35,232353.5
584,Butte State Bank,42098,2,462127.12,23106.36,231063.56
2521,Lisle Savings Bank,84214,1,460080.27,13802.41,460080.27
2290,InTouch CU,109197,2,460046.42000000004,23002.32,230023.21000000002
4353,Union Savings Bank,81344,2,458492.0,22924.6,229246.0
1257,Encompass FCU,96747,2,457600.0,22880.0,228800.0
3429,Security State Bank of Wanamingo,38994,2,456292.0,22814.6,228146.0
2331,Investors Community Bank,121717,2,455010.0,22750.5,227505.0
2514,LimeBank,41389,2,454651.0,22732.550000000003,227325.5
2861,Northern Maine Development Commission And Eastern Maine Development Corporation,188458,1,454467.5,13634.02,454467.5
4499,Washita State Bank,58956,2,453795.0,22689.75,226897.5
4018,The First State Bank of Fountain,38092,2,453128.06,22656.4,226564.03
2085,Great Meadow FCU,101461,2,450849.0,22542.45,225424.5
2894,Nymeo FCU,94026,2,450700.0,22535.0,225350.0
963,Community Bank,58800,2,445170.0,22258.5,222585.0
2379,Jordan Federal Credit Union,106848,2,445000.0,22250.0,222500.0
3312,Riverways FCU,100270,2,441247.0,22062.35,220623.5
